person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30 00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250.0,10.0,15,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000,2008,N,Y,Y,1997,2,54,N
1631128,Christian,Braun,Christian Braun,"Braun, Christian",C. Braun,christian-braun,2001-04-17 00:00:00,Kansas,USA,Kansas/USA,6-6,220.0,1.0,0,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,christian_braun,2022,2023,N,Y,Y,2022,1,21,N
2452,J.R.,Bremer,J.R. Bremer,"Bremer, J.R.",J. Bremer,jr-bremer,1980-09-19 00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-2,185.0,3.0,9,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,j.r._bremer,2002,2003,N,Y,Y,Undrafted,Undrafted,Undrafted,N
201147,Corey,Brewer,Corey Brewer,"Brewer, Corey",C. Brewer,corey-brewer,1986-03-05 00:00:00,Florida,USA,Florida/USA,6-9,188.0,14.0,13,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,corey_brewer,2007,2019,N,Y,Y,2007,1,7,N
1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,1996-08-15 00:00:00,Miami,USA,Miami/USA,6-4,202.0,5.0,11,Guard-Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,bruce_brown,2018,2023,Y,Y,Y,2018,2,42,N
1627759,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,1996-10-24 00:00:00,California,USA,California/USA,6-6,223.0,7.0,7,Guard-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,jaylen_brown,2016,2023,N,Y,Y,2016,1,3,N
1628973,Jalen,Brunson,Jalen Brunson,"Brunson, Jalen",J. Brunson,jalen-brunson,1996-08-31 00:00:00,Villanova,USA,Villanova/USA,6-2,190.0,5.0,11,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,jalen_brunson,2018,2023,N,Y,Y,2018,2,33,N
202221,Brian,Butch,Brian Butch,"Butch, Brian",B. Butch,brian-butch,1984-12-22 00:00:00,Wisconsin,USA,Wisconsin/USA,6-11,240.0,1.0,43,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,brian_butch,2009,2009,Y,N,Y,Undrafted,Undrafted,Undrafted,N
2866,Jackie,Butler,Jackie Butler,"Butler, Jackie",J. Butler,jackie-butler,1985-03-10 00:00:00,Coastal Christian Academy (VA),USA,Coastal Christian Academy (VA)/USA,6-10,260.0,4.0,45,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,jackie_butler,2004,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1630215,Jared,Butler,Jared Butler,"Butler, Jared",J. Butler,jared-butler,2000-08-25 00:00:00,Baylor,USA,Baylor/USA,6-3,193.0,2.0,14,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,jared_butler,2021,2023,Y,Y,Y,2021,2,40,N
203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18 00:00:00,Georgia,USA,Georgia/USA,6-5,204.0,10.0,5,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,kentavious_caldwell-pope,2013,2023,N,Y,Y,2013,1,8,N
1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10 00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236.0,4.0,31,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019,2023,Y,Y,Y,2017,2,49,N
1630551,Justin,Champagnie,Justin Champagnie,"Champagnie, Justin",J. Champagnie,justin-champagnie,2001-06-29 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,206.0,2.0,99,Guard-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,justin_champagnie,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02 00:00:00,Dominguez HS (CA),USA,Dominguez HS (CA)/USA,7-0,235.0,20.0,6,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,tyson_chandler,2001,2019,N,Y,Y,2001,1,2,N
201163,Wilson,Chandler,Wilson Chandler,"Chandler, Wilson",W. Chandler,wilson-chandler,1987-05-10 00:00:00,DePaul,USA,DePaul/USA,6-8,235.0,13.0,21,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,wilson_chandler,2007,2019,N,Y,Y,2007,1,23,N
203902,Semaj,Christon,Semaj Christon,"Christon, Semaj",S. Christon,semaj-christon,1992-11-01 00:00:00,Xavier,USA,Xavier/USA,6-3,190.0,2.0,6,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,semaj_christon,2016,2016,Y,Y,Y,2014,2,55,N
200776,Mardy,Collins,Mardy Collins,"Collins, Mardy",M. Collins,mardy-collins,1984-08-04 00:00:00,Temple,USA,Temple/USA,6-6,220.0,5.0,25,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,mardy_collins,2006,2009,Y,Y,Y,2006,1,29,N
2555,Nick,Collison,Nick Collison,"Collison, Nick",N. Collison,nick-collison,1980-10-26 00:00:00,Kansas,USA,Kansas/USA,6-10,255.0,15.0,4,Forward-Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,nick_collison,2003,2017,N,Y,Y,2003,1,12,N
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11 00:00:00,Ohio State,USA,Ohio State/USA,6-1,175.0,16.0,10,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007,2023,N,Y,Y,2007,1,4,N
202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13 00:00:00,Kentucky,USA,Kentucky/USA,6-10,270.0,12.0,4,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,demarcus_cousins,2010,2021,N,Y,Y,2010,1,5,N
201621,Joe,Crawford,Joe Crawford,"Crawford, Joe",J. Crawford,joe-crawford,1986-06-17 00:00:00,Kentucky,USA,Kentucky/USA,6-5,210.0,2.0,5,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,joe_crawford,2008,2008,Y,Y,Y,2008,2,58,N
201175,Glen,Davis,Glen Davis,"Davis, Glen",G. Davis,glen-davis,1986-01-01 00:00:00,Louisiana State,USA,Louisiana State/USA,6-9,289.0,8.0,0,Forward-Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,glen_davis,2007,2014,N,Y,Y,2007,2,35,N
1631120,J.D.,Davison,J.D. Davison,"Davison, J.D.",J. Davison,jd-davison,2002-10-03 00:00:00,Alabama,USA,Alabama/USA,6-1,195.0,1.0,20,Guard,Active,N,1610612738,Celtics,BOS,celtics,Boston,jd_davison,2022,2023,Y,Y,Y,2022,2,53,N
200821,Yakhouba,Diawara,Yakhouba Diawara,"Diawara, Yakhouba",Y. Diawara,yakhouba-diawara,1982-08-29 00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,225.0,5.0,9,Forward-Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,yakhouba_diawara,2006,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19 00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220.0,4.0,5,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203921,Cleanthony,Early,Cleanthony Early,"Early, Cleanthony",C. Early,cleanthony-early,1991-04-17 00:00:00,Wichita State,USA,Wichita State/USA,6-8,210.0,3.0,11,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,cleanthony_early,2014,2015,Y,Y,Y,2014,2,34,N
2569,Ndudi,Ebi,Ndudi Ebi,"Ebi, Ndudi",N. Ebi,ndudi-ebi,1984-06-18 00:00:00,Westbury Christian HS (TX),USA,Westbury Christian HS (TX)/USA,6-9,195.0,3.0,44,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ndudi_ebi,2003,2004,Y,Y,Y,2003,1,26,N
1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05 00:00:00,Georgia,USA,Georgia/USA,6-4,225.0,3.0,1,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2023,N,Y,Y,2020,1,1,N
201623,Semih,Erden,Semih Erden,"Erden, Semih",S. Erden,semih-erden,1986-07-28 00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,7-0,240.0,3.0,9,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,semih_erden,2010,2011,N,Y,Y,2008,2,60,N
203543,Vitor,Faverani,Vitor Faverani,"Faverani, Vitor",V. Faverani,vitor-faverani,1988-05-05 00:00:00,Valencia,Brazil,Valencia/Brazil,6-11,260.0,2.0,38,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,vitor_faverani,2013,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,13.0,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010,2021,N,Y,Y,2010,1,3,N
202361,Landry,Fields,Landry Fields,"Fields, Landry",L. Fields,landry-fields,1988-06-27 00:00:00,Stanford,USA,Stanford/USA,6-7,215.0,5.0,2,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,landry_fields,2010,2014,N,Y,Y,2010,2,39,N
1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,1997-07-04 00:00:00,0,USA,St. Mary's College/USA,6-5,230.0,3.0,8,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,malik_fitts,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201938,Jonny,Flynn,Jonny Flynn,"Flynn, Jonny",J. Flynn,jonny-flynn,1989-02-06 00:00:00,Syracuse,USA,Syracuse/USA,6-0,185.0,4.0,3,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jonny_flynn,2009,2011,Y,Y,Y,2009,1,6,N
201814,Gary,Forbes,Gary Forbes,"Forbes, Gary",G. Forbes,gary-forbes,1985-02-25 00:00:00,Massachusetts,Panama,Massachusetts/Panama,6-7,220.0,3.0,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,gary_forbes,2010,2011,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29 00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205.0,11.0,13,Guard-Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,evan_fournier,2012,2023,N,Y,Y,2012,1,20,N
200751,Randy,Foye,Randy Foye,"Foye, Randy",R. Foye,randy-foye,1983-09-24 00:00:00,Villanova,USA,Villanova/USA,6-4,218.0,12.0,2,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,randy_foye,2006,2016,N,Y,Y,2006,1,7,N
1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,melvin-frazier-jr,1996-08-30 00:00:00,Tulane,USA,Tulane/USA,6-5,215.0,4.0,6,Guard-Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,melvin_frazier_jr,2018,2021,Y,Y,Y,2018,2,35,N
202070,Tony,Gaffney,Tony Gaffney,"Gaffney, Tony",T. Gaffney,tony-gaffney,1984-11-14 00:00:00,Massachusetts,USA,Massachusetts/USA,6-8,205.0,1.0,0,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_gaffney,2009,2009,Y,N,Y,Undrafted,Undrafted,Undrafted,N
1628656,Billy,Garrett,Billy Garrett,"Garrett, Billy",B. Garrett,billy-garrett,1994-10-16 00:00:00,DePaul,USA,DePaul/USA,6-6,215.0,2.0,3,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,billy_garrett,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1627875,Marcus,Georges-Hunt,Marcus Georges-Hunt,"Georges-Hunt, Marcus",M. Georges-Hunt,marcus-georges-hunt,1994-03-28 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,226.0,3.0,13,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marcus_georges-hunt,2016,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201592,J.R.,Giddens,J.R. Giddens,"Giddens, J.R.",J. Giddens,jr-giddens,1985-02-13 00:00:00,New Mexico,USA,New Mexico/USA,6-5,215.0,3.0,4,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,j.r._giddens,2008,2009,Y,Y,Y,2008,1,30,N
1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10 00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216.0,2.0,3,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_giddey,2021,2023,N,Y,Y,2021,1,6,N
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12 00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195.0,5.0,2,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2023,N,Y,Y,2018,1,11,N
1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,1999-06-25 00:00:00,Villanova,USA,Villanova/USA,6-1,195.0,0.0,21,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,collin_gillespie,2022,2023,N,N,N,Undrafted,Undrafted,Undrafted,N
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26 00:00:00,Cholet,France,Cholet/France,7-1,258.0,10.0,27,Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2023,Y,Y,Y,2013,1,27,N
203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16 00:00:00,Arizona,USA,Arizona/USA,6-8,235.0,9.0,50,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2023,N,Y,Y,2014,1,4,N
1629055,Donte,Grantham,Donte Grantham,"Grantham, Donte",D. Grantham,donte-grantham,1995-03-19 00:00:00,Clemson,USA,Clemson/USA,6-8,215.0,2.0,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,donte_grantham,2018,2018,Y,Y,Y,2018,0,0,N
101123,Gerald,Green,Gerald Green,"Green, Gerald",G. Green,gerald-green,1986-01-26 00:00:00,No College,USA,No College/USA,6-7,205.0,13.0,14,Guard-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,gerald_green,2005,2018,Y,Y,Y,2005,1,18,N
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28 00:00:00,Georgetown,USA,Georgetown/USA,6-8,235.0,15.0,32,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,jeff_green,2007,2023,N,Y,Y,2007,1,5,N
201192,Taurean,Green,Taurean Green,"Green, Taurean",T. Green,taurean-green,1986-11-28 00:00:00,Florida,USA,Florida/USA,6-0,177.0,1.0,0,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,taurean_green,2007,2007,Y,Y,Y,2007,2,52,N
201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16 00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250.0,13.0,91,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,blake_griffin,2009,2023,N,Y,Y,2009,1,1,N
1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08 00:00:00,Houston,USA,Houston/USA,6-5,210.0,2.0,6,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,quentin_grimes,2021,2023,N,Y,Y,2021,1,25,N
1630221,Josh,Hall,Josh Hall,"Hall, Josh",J. Hall,josh-hall,2000-10-08 00:00:00,0,USA,Moravian Prep (NC)/USA,6-9,190.0,2.0,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_hall,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202706,Jordan,Hamilton,Jordan Hamilton,"Hamilton, Jordan",J. Hamilton,jordan-hamilton,1990-10-06 00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-7,220.0,6.0,25,Guard-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,jordan_hamilton,2011,2015,Y,Y,Y,2011,1,26,N
202725,Josh,Harrellson,Josh Harrellson,"Harrellson, Josh",J. Harrellson,josh-harrellson,1989-02-12 00:00:00,Kentucky,USA,Kentucky/USA,6-10,275.0,4.0,55,Forward-Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,josh_harrellson,2011,2013,N,Y,Y,2011,2,45,N
2454,Junior,Harrington,Junior Harrington,"Harrington, Junior",J. Harrington,junior-harrington,1980-10-02 00:00:00,Wingate,USA,Wingate/USA,6-4,190.0,4.0,10,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,junior_harrington,2002,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05 00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250.0,5.0,55,Center-Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,isaiah_hartenstein,2018,2023,Y,Y,Y,2017,2,43,N
1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08 00:00:00,Virginia,USA,Virginia/USA,6-7,217.0,2.0,30,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628987,Kevin,Hervey,Kevin Hervey,"Hervey, Kevin",K. Hervey,kevin-hervey,1996-07-09 00:00:00,Texas-Arlington,USA,Texas-Arlington/USA,6-9,230.0,2.0,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,kevin_hervey,2019,2019,Y,Y,Y,2018,2,57,N
1628439,Isaiah,Hicks,Isaiah Hicks,"Hicks, Isaiah",I. Hicks,isaiah-hicks,1994-07-24 00:00:00,North Carolina,USA,North Carolina/USA,6-9,230.0,3.0,4,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,isaiah_hicks,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631096,Chet,Holmgren,Chet Holmgren,"Holmgren, Chet",C. Holmgren,chet-holmgren,2002-05-01 00:00:00,Gonzaga,USA,Gonzaga/USA,7-1,195.0,0.0,7,Center-Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,chet_holmgren,2022,2023,N,N,N,2022,1,2,N
201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03 00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240.0,16.0,42,Center-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2023,N,Y,Y,2007,1,3,N
1630210,Markus,Howard,Markus Howard,"Howard, Markus",M. Howard,markus-howard,1999-03-03 00:00:00,Marquette,USA,Marquette/USA,5-10,175.0,3.0,00,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,markus_howard,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201991,Lester,Hudson,Lester Hudson,"Hudson, Lester",L. Hudson,lester-hudson,1984-08-07 00:00:00,Tennessee-Martin,USA,Tennessee-Martin/USA,6-3,190.0,5.0,14,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,lester_hudson,2009,2014,Y,Y,Y,2009,2,58,N
203962,Josh,Huestis,Josh Huestis,"Huestis, Josh",J. Huestis,josh-huestis,1991-12-19 00:00:00,Stanford,USA,Stanford/USA,6-7,230.0,4.0,34,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_huestis,2015,2017,Y,Y,Y,2014,1,29,N
203133,Robbie,Hummel,Robbie Hummel,"Hummel, Robbie",R. Hummel,robbie-hummel,1989-03-08 00:00:00,Purdue,USA,Purdue/USA,6-9,219.0,3.0,4,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,robbie_hummel,2013,2014,N,Y,Y,2012,2,58,N
1630624,Feron,Hunt,Feron Hunt,"Hunt, Feron",F. Hunt,feron-hunt,1999-07-05 00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-8,195.0,2.0,11,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,feron_hunt,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1626154,RJ,Hunter,RJ Hunter,"Hunter, RJ",R. Hunter,rj-hunter,1993-10-24 00:00:00,Georgia State,USA,Georgia State/USA,6-5,185.0,5.0,28,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,rj_hunter,2015,2018,Y,Y,Y,2015,1,28,N
202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16 00:00:00,Boston College,USA,Boston College/USA,6-2,208.0,12.0,7,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,reggie_jackson,2011,2023,Y,Y,Y,2011,1,24,N
2060,Marko,Jaric,Marko Jaric,"Jaric, Marko",M. Jaric,marko-jaric,1978-12-10 00:00:00,Virtus Bologna,Serbia,Virtus Bologna/Serbia,6-7,224.0,8.0,55,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marko_jaric,2002,2008,N,Y,Y,2000,2,30,N
201605,Nathan,Jawai,Nathan Jawai,"Jawai, Nathan",N. Jawai,nathan-jawai,1986-10-10 00:00:00,Midland (Texas),Australia,Midland (Texas)/Australia,6-10,280.0,3.0,15,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathan_jawai,2008,2009,Y,Y,Y,2008,2,41,N
1629610,DaQuan,Jeffries,DaQuan Jeffries,"Jeffries, DaQuan",D. Jeffries,daquan-jeffries,1997-08-30 00:00:00,Tulsa,USA,Tulsa/USA,6-5,222.0,4.0,8,Guard-Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,daquan_jeffries,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2407,Jared,Jeffries,Jared Jeffries,"Jeffries, Jared",J. Jeffries,jared-jeffries,1981-11-25 00:00:00,Indiana,USA,Indiana/USA,6-11,240.0,12.0,1,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,jared_jeffries,2002,2012,N,Y,Y,2002,1,11,N
