game_id,league_id,team_id_home,team_abbreviation_home,team_city_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,team_abbreviation_away,team_city_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
21900297,0,1610612752,NYK,New York,30,3,17,0,0,0,0,10,11,15,1610612749,MIL,Milwaukee,54,11,29,47,1,14,14,18
21900304,0,1610612747,LAL,Los Angeles,52,18,22,13,3,1,0,16,12,20,1610612743,DEN,Denver,44,11,6,5,0,11,7,9
21900312,0,1610612760,OKC,Oklahoma City,60,18,7,7,13,3,2,13,6,15,1610612754,IND,Indiana,48,12,8,7,1,9,10,15
21900313,0,1610612750,MIN,Minnesota,36,22,11,11,4,3,1,13,8,23,1610612742,DAL,Dallas,52,18,12,13,1,9,9,9
21900317,0,1610612743,DEN,Denver,42,12,11,43,6,1,1,14,10,13,1610612752,NYK,New York,50,9,6,6,0,14,12,18
21900326,0,1610612760,OKC,Oklahoma City,64,18,2,12,7,13,0,10,11,16,1610612750,MIN,Minnesota,70,16,11,8,0,13,9,20
21900323,0,1610612738,BOS,Boston,54,10,15,23,0,0,1,16,7,11,1610612743,DEN,Denver,52,25,13,0,2,14,12,15
21900331,0,1610612754,IND,Indiana,44,4,4,11,10,8,1,17,7,18,1610612752,NYK,New York,48,12,8,8,0,11,9,19
21900341,0,1610612757,POR,Portland,42,11,6,2,15,7,0,8,9,8,1610612760,OKC,Oklahoma City,34,22,7,18,0,10,10,10
21900342,0,1610612747,LAL,Los Angeles,70,11,32,19,2,6,1,11,5,14,1610612750,MIN,Minnesota,52,8,25,5,1,16,8,28
21900344,0,1610612738,BOS,Boston,46,8,17,29,0,0,0,18,5,18,1610612739,CLE,Cleveland,52,26,10,0,0,18,12,18
21900350,0,1610612762,UTA,Utah,52,6,13,5,10,1,1,15,3,17,1610612760,OKC,Oklahoma City,42,3,12,22,1,11,6,6
21900349,0,1610612756,PHX,Phoenix,52,26,22,19,15,16,0,9,7,11,1610612750,MIN,Minnesota,66,20,7,7,1,17,9,22
21900366,0,1610612752,NYK,New York,54,15,17,22,12,7,1,19,11,27,1610612744,GSW,Golden State,52,21,19,2,0,8,7,11
21900357,0,1610612754,IND,Indiana,46,5,22,13,19,12,0,10,11,17,1610612738,BOS,Boston,48,9,9,10,0,15,8,24
21900362,0,1610612762,UTA,Utah,48,17,0,20,2,6,1,16,4,14,1610612750,MIN,Minnesota,48,15,7,1,1,12,6,12
21900367,0,1610612738,BOS,Boston,48,17,10,8,11,10,0,6,8,9,1610612755,PHI,Philadelphia,44,18,10,9,1,12,11,12
21900370,0,1610612757,POR,Portland,50,13,5,5,6,2,1,9,8,20,1610612743,DEN,Denver,38,18,6,18,1,11,10,14
21900378,0,1610612752,NYK,New York,56,22,5,5,2,2,1,9,7,8,1610612758,SAC,Sacramento,32,9,5,16,1,14,5,19
21900387,0,1610612743,DEN,Denver,58,14,12,16,1,1,1,16,8,12,1610612760,OKC,Oklahoma City,52,4,8,2,0,15,5,27
21900392,0,1610612752,NYK,New York,56,15,12,5,6,3,0,11,6,11,1610612743,DEN,Denver,58,22,14,20,0,9,6,10
21900399,0,1610612741,CHI,Chicago,58,6,14,26,2,3,1,14,6,22,1610612760,OKC,Oklahoma City,36,10,6,4,0,26,6,39
21900403,0,1610612737,ATL,Atlanta,52,10,12,3,1,5,1,11,11,18,1610612752,NYK,New York,72,17,10,31,1,12,6,17
21900412,0,1610612760,OKC,Oklahoma City,58,13,10,4,9,11,0,12,9,13,1610612763,MEM,Memphis,74,10,2,24,2,15,6,18
21900413,0,1610612738,BOS,Boston,34,8,21,12,7,9,1,16,11,13,1610612742,DAL,Dallas,26,12,10,10,1,8,5,14
21900414,0,1610612743,DEN,Denver,48,14,17,11,8,6,2,19,6,18,1610612753,ORL,Orlando,46,10,9,19,1,13,6,19
21900422,0,1610612765,DET,Detroit,34,20,12,4,5,4,1,25,11,32,1610612738,BOS,Boston,58,14,15,27,0,20,5,22
21900427,0,1610612750,MIN,Minnesota,48,12,9,0,0,1,0,14,8,22,1610612743,DEN,Denver,56,14,11,19,1,16,8,16
21900426,0,1610612760,OKC,Oklahoma City,58,11,4,20,3,4,0,15,6,16,1610612756,PHX,Phoenix,38,9,6,5,1,16,8,24
21900424,0,1610612752,NYK,New York,44,17,10,0,0,1,0,8,9,6,1610612748,MIA,Miami,42,16,10,34,1,18,6,26
21900434,0,1610612749,MIL,Milwaukee,32,20,19,29,0,0,0,19,12,10,1610612752,NYK,New York,42,9,5,0,1,15,9,20
21900438,0,1610612757,POR,Portland,42,16,10,11,4,5,1,15,16,10,1610612750,MIN,Minnesota,40,7,7,1,1,17,9,20
21900443,0,1610612747,LAL,Los Angeles,56,22,9,5,12,8,0,19,5,24,1610612743,DEN,Denver,62,22,22,26,2,10,6,9
21900442,0,1610612746,LAC,LA,40,8,3,18,10,4,2,17,8,27,1610612760,OKC,Oklahoma City,60,13,4,8,0,12,4,16
21900454,0,1610612744,GSW,Golden State,48,19,22,24,4,6,1,20,7,28,1610612750,MIN,Minnesota,40,12,25,4,0,16,10,18
21900451,0,1610612743,DEN,Denver,42,5,4,16,15,5,0,21,4,20,1610612756,PHX,Phoenix,48,12,15,9,0,17,6,23
21900447,0,1610612764,WAS,Washington,56,24,12,20,8,3,1,9,21,11,1610612752,NYK,New York,50,18,10,13,0,14,5,15
21900459,0,1610612743,DEN,Denver,46,22,19,6,6,7,0,12,11,14,1610612740,NOP,New Orleans,32,22,12,15,1,19,5,27
21900455,0,1610612761,TOR,Toronto,54,4,12,10,1,0,0,17,5,20,1610612738,BOS,Boston,52,24,15,22,0,19,10,21
21900462,0,1610612763,MEM,Memphis,66,10,23,20,1,3,1,16,5,22,1610612760,OKC,Oklahoma City,44,17,6,6,0,9,8,11
21900464,0,1610612750,MIN,Minnesota,50,14,2,6,7,9,2,15,8,23,1610612758,SAC,Sacramento,48,17,5,9,0,12,8,13
21900461,0,1610612752,NYK,New York,36,14,3,23,5,2,1,14,6,12,1610612751,BKN,Brooklyn,14,10,6,6,0,13,9,17
21900467,0,1610612760,OKC,Oklahoma City,50,6,16,16,5,4,0,14,15,15,1610612766,CHA,Charlotte,66,16,11,6,0,15,9,23
21900466,0,1610612739,CLE,Cleveland,60,8,19,2,2,6,0,11,10,13,1610612738,BOS,Boston,60,18,22,23,0,11,7,15
21900479,0,1610612739,CLE,Cleveland,44,15,6,12,3,2,1,29,14,27,1610612750,MIN,Minnesota,50,17,15,2,0,18,6,12
21900472,0,1610612763,MEM,Memphis,58,10,8,0,0,0,0,17,7,16,1610612743,DEN,Denver,66,15,9,23,0,10,9,11
21900473,0,1610612761,TOR,Toronto,52,23,11,17,0,4,0,22,7,31,1610612738,BOS,Boston,46,5,18,0,1,15,10,14
21900476,0,1610612764,WAS,Washington,38,13,14,5,19,6,1,12,10,10,1610612752,NYK,New York,44,9,6,15,1,22,8,28
21900489,0,1610612758,SAC,Sacramento,54,11,2,7,4,4,2,14,9,22,1610612743,DEN,Denver,52,18,8,14,0,12,6,17
21900494,0,1610612751,BKN,Brooklyn,46,7,13,9,3,10,1,17,8,15,1610612750,MIN,Minnesota,42,15,4,9,0,14,10,15
21900501,0,1610612745,HOU,Houston,60,15,24,28,9,0,0,15,15,19,1610612743,DEN,Denver,60,20,9,5,0,16,8,22
21900497,0,1610612766,CHA,Charlotte,42,8,12,5,3,2,0,17,9,11,1610612738,BOS,Boston,54,14,6,22,3,13,8,9
21900506,0,1610612749,MIL,Milwaukee,54,12,20,10,7,6,0,17,7,19,1610612750,MIN,Minnesota,32,13,11,9,1,12,12,15
21900505,0,1610612752,NYK,New York,54,17,9,29,8,6,0,7,11,8,1610612757,POR,Portland,32,11,3,7,1,9,6,9
21900512,0,1610612744,GSW,Golden State,38,4,6,3,5,1,1,17,9,19,1610612750,MIN,Minnesota,42,20,10,22,3,15,10,9
21900509,0,1610612754,IND,Indiana,50,12,11,14,7,4,0,9,4,10,1610612743,DEN,Denver,66,19,18,10,0,10,5,15
21900514,0,1610612759,SAS,San Antonio,42,11,14,14,14,9,1,9,7,15,1610612760,OKC,Oklahoma City,52,12,16,10,0,4,11,2
21900517,0,1610612738,BOS,Boston,62,14,25,8,6,12,1,13,12,9,1610612737,ATL,Atlanta,34,15,21,18,0,14,9,16
21900521,0,1610612752,NYK,New York,48,12,5,11,26,12,0,15,9,19,1610612756,PHX,Phoenix,46,15,20,8,0,10,7,4
21900527,0,1610612760,OKC,Oklahoma City,48,21,10,19,3,6,1,12,8,15,1610612739,CLE,Cleveland,46,12,7,5,2,15,5,20
21900528,0,1610612764,WAS,Washington,72,26,13,17,9,8,0,11,7,16,1610612743,DEN,Denver,52,10,10,7,0,12,10,18
21900534,0,1610612746,LAC,LA,48,13,12,15,7,2,0,19,5,25,1610612752,NYK,New York,50,13,23,16,0,16,9,15
21900536,0,1610612750,MIN,Minnesota,58,20,8,25,8,2,1,17,7,20,1610612739,CLE,Cleveland,50,10,6,2,0,20,5,23
21900542,0,1610612764,WAS,Washington,38,15,12,11,0,2,0,14,10,13,1610612738,BOS,Boston,48,17,17,0,1,17,10,16
21900543,0,1610612743,DEN,Denver,58,20,5,10,13,3,0,4,12,4,1610612737,ATL,Atlanta,34,3,13,5,0,10,12,13
21900541,0,1610612755,PHI,Philadelphia,56,7,9,14,7,9,0,10,4,11,1610612760,OKC,Oklahoma City,46,20,24,6,1,13,13,19
21900553,0,1610612752,NYK,New York,42,15,15,2,2,4,0,16,9,24,1610612747,LAL,Los Angeles,42,3,32,30,2,19,5,20
21900550,0,1610612760,OKC,Oklahoma City,36,10,11,9,13,12,2,17,11,8,1610612751,BKN,Brooklyn,56,8,7,7,0,17,7,17
21900551,0,1610612763,MEM,Memphis,62,13,17,7,4,7,0,15,4,16,1610612750,MIN,Minnesota,48,13,18,14,2,20,11,19
21900561,0,1610612762,UTA,Utah,60,15,11,29,2,1,0,7,8,9,1610612752,NYK,New York,38,13,8,2,0,9,6,13
21900554,0,1610612738,BOS,Boston,36,7,15,0,0,0,0,15,7,14,1610612759,SAS,San Antonio,50,8,11,23,1,15,1,19
21900566,0,1610612760,OKC,Oklahoma City,48,8,12,30,2,2,0,13,6,11,1610612745,HOU,Houston,38,6,6,3,0,14,7,16
21900564,0,1610612738,BOS,Boston,38,10,7,15,12,8,1,15,5,21,1610612755,PHI,Philadelphia,50,8,19,11,1,13,9,14
21900565,0,1610612757,POR,Portland,38,17,16,8,7,3,2,12,17,13,1610612750,MIN,Minnesota,50,17,6,27,1,15,8,17
21900569,0,1610612752,NYK,New York,66,12,17,3,7,5,0,13,8,20,1610612740,NOP,New Orleans,54,9,12,18,1,20,9,27
21900578,0,1610612740,NOP,New Orleans,42,15,22,2,2,2,0,16,11,17,1610612738,BOS,Boston,74,15,18,37,1,11,7,10
21900577,0,1610612750,MIN,Minnesota,46,15,11,3,12,3,0,18,14,22,1610612745,HOU,Houston,58,8,15,41,4,22,7,26
21900580,0,1610612747,LAL,Los Angeles,58,28,8,32,0,0,0,12,5,9,1610612760,OKC,Oklahoma City,58,8,8,0,0,7,5,12
21900582,0,1610612739,CLE,Cleveland,56,13,8,17,2,3,1,15,3,16,1610612743,DEN,Denver,58,15,11,1,0,5,6,10
21900584,0,1610612748,MIA,Miami,46,11,6,14,14,12,1,15,6,25,1610612752,NYK,New York,72,17,10,5,0,6,6,10
21900589,0,1610612743,DEN,Denver,34,2,11,20,7,1,1,14,9,17,1610612746,LAC,LA,50,13,5,7,0,14,5,25
21900594,0,1610612760,OKC,Oklahoma City,36,17,11,18,11,4,0,15,7,18,1610612750,MIN,Minnesota,50,10,12,8,1,10,7,6
21900593,0,1610612738,BOS,Boston,52,13,15,18,2,3,0,12,7,18,1610612741,CHI,Chicago,58,11,20,2,0,14,8,14
21900601,0,1610612752,NYK,New York,48,16,6,0,0,0,0,11,12,17,1610612749,MIL,Milwaukee,56,8,26,35,0,14,5,12
21900608,0,1610612750,MIN,Minnesota,46,14,7,9,12,9,0,15,4,12,1610612754,IND,Indiana,56,13,10,8,0,15,4,14
21900604,0,1610612738,BOS,Boston,48,14,13,4,15,10,0,15,6,18,1610612765,DET,Detroit,50,4,8,21,2,13,6,13
21900609,0,1610612760,OKC,Oklahoma City,48,11,12,4,3,0,2,20,8,32,1610612761,TOR,Toronto,62,13,12,30,1,19,5,33
21900615,0,1610612749,MIL,Milwaukee,40,8,28,27,0,0,0,10,10,9,1610612738,BOS,Boston,46,13,15,0,1,8,12,16
21900614,0,1610612756,PHX,Phoenix,48,16,18,29,6,1,0,19,7,15,1610612752,NYK,New York,48,9,7,8,0,18,9,21
21900617,0,1610612743,DEN,Denver,44,16,17,7,8,4,1,21,8,29,1610612744,GSW,Golden State,42,19,24,19,1,19,7,21
21900623,0,1610612760,OKC,Oklahoma City,34,7,12,3,4,2,0,10,3,9,1610612748,MIA,Miami,44,15,4,22,0,11,14,16
21900619,0,1610612754,IND,Indiana,44,4,19,11,4,8,0,13,9,16,1610612750,MIN,Minnesota,42,8,15,2,0,13,6,15
21900635,0,1610612760,OKC,Oklahoma City,64,5,7,20,7,3,1,13,11,13,1610612757,POR,Portland,42,19,4,2,0,12,8,14
21900628,0,1610612738,BOS,Boston,50,9,20,3,1,0,0,11,9,16,1610612756,PHX,Phoenix,42,10,9,16,0,15,7,21
21900632,0,1610612761,TOR,Toronto,58,7,17,22,5,5,0,14,5,14,1610612750,MIN,Minnesota,46,14,9,9,0,17,11,26
21900638,0,1610612754,IND,Indiana,48,14,5,8,1,3,1,15,7,11,1610612743,DEN,Denver,64,20,5,11,0,9,14,10
21900648,0,1610612747,LAL,Los Angeles,52,14,11,8,5,5,0,15,12,28,1610612738,BOS,Boston,62,24,25,34,0,12,12,16
21900643,0,1610612739,CLE,Cleveland,34,18,11,5,13,7,0,10,6,14,1610612752,NYK,New York,56,10,14,21,0,10,6,9
21900649,0,1610612743,DEN,Denver,50,19,7,10,7,8,0,13,6,11,1610612750,MIN,Minnesota,44,21,4,10,0,9,4,10
21900645,0,1610612760,OKC,Oklahoma City,44,9,13,10,8,5,1,13,16,22,1610612745,HOU,Houston,64,7,13,17,0,11,11,18
21900655,0,1610612753,ORL,Orlando,54,15,9,1,2,2,1,15,7,18,1610612760,OKC,Oklahoma City,54,2,11,15,0,15,4,24
21900659,0,1610612747,LAL,Los Angeles,42,21,12,13,8,9,0,10,11,16,1610612752,NYK,New York,36,17,2,5,0,17,10,25
21900661,0,1610612750,MIN,Minnesota,48,19,6,3,14,8,0,18,7,25,1610612741,CHI,Chicago,56,19,14,19,1,13,8,15
21900662,0,1610612743,DEN,Denver,56,15,22,7,6,6,0,15,5,16,1610612745,HOU,Houston,54,16,24,25,2,19,7,22
21900657,0,1610612738,BOS,Boston,44,13,20,38,5,6,2,11,7,16,1610612763,MEM,Memphis,42,6,18,7,3,19,10,22
21900676,0,1610612740,NOP,New Orleans,50,13,20,3,6,4,0,17,10,13,1610612743,DEN,Denver,34,35,15,15,4,15,11,15
21900672,0,1610612752,NYK,New York,46,28,15,13,4,6,2,16,10,19,1610612761,TOR,Toronto,42,7,18,12,0,7,6,15
21900671,0,1610612738,BOS,Boston,42,13,10,14,4,1,1,14,11,14,1610612753,ORL,Orlando,36,13,11,16,0,14,7,19
21900677,0,1610612760,OKC,Oklahoma City,62,16,8,33,0,4,0,14,12,16,1610612737,ATL,Atlanta,52,11,8,0,0,11,4,13
21900683,0,1610612750,MIN,Minnesota,50,8,4,7,2,2,0,13,9,16,1610612760,OKC,Oklahoma City,40,5,2,20,3,14,5,12
21900685,0,1610612745,HOU,Houston,46,9,11,9,14,5,2,18,9,14,1610612743,DEN,Denver,54,18,6,8,1,15,12,10
21900691,0,1610612740,NOP,New Orleans,52,16,17,23,3,2,2,20,11,23,1610612738,BOS,Boston,56,10,14,5,1,17,8,18
21900688,0,1610612751,BKN,Brooklyn,38,13,11,5,11,10,2,16,12,18,1610612752,NYK,New York,62,18,5,15,2,15,10,17
21900697,0,1610612742,DAL,Dallas,36,18,10,16,5,4,2,9,6,0,1610612760,OKC,Oklahoma City,36,4,8,4,2,10,5,7
21900696,0,1610612758,SAC,Sacramento,40,12,13,4,5,6,1,16,5,19,1610612750,MIN,Minnesota,38,16,9,27,2,22,16,22
21900699,0,1610612766,CHA,Charlotte,40,14,13,10,11,5,1,14,11,22,1610612752,NYK,New York,50,8,6,13,1,14,8,17
21900701,0,1610612748,MIA,Miami,44,21,12,2,4,1,1,11,11,12,1610612738,BOS,Boston,38,15,17,13,0,14,7,15
21900713,0,1610612760,OKC,Oklahoma City,40,18,11,29,0,2,0,13,10,10,1610612758,SAC,Sacramento,56,13,22,0,1,14,6,22
21900718,0,1610612743,DEN,Denver,40,15,14,17,5,4,1,10,9,11,1610612762,UTA,Utah,36,7,8,11,0,16,10,21
21900724,0,1610612749,MIL,Milwaukee,56,8,20,14,1,2,0,13,12,13,1610612743,DEN,Denver,36,12,13,14,1,13,5,6
21900728,0,1610612754,IND,Indiana,34,4,5,2,2,3,0,11,8,14,1610612752,NYK,New York,34,19,8,17,1,13,7,12
21900727,0,1610612746,LAC,LA,54,12,27,19,1,3,0,13,6,8,1610612750,MIN,Minnesota,54,9,12,4,0,17,11,19
21900732,0,1610612755,PHI,Philadelphia,46,22,10,2,1,1,0,14,7,17,1610612738,BOS,Boston,46,11,23,23,1,11,13,6
21900745,0,1610612738,BOS,Boston,66,19,22,13,16,9,0,15,2,16,1610612737,ATL,Atlanta,50,15,8,7,0,17,10,23
21900749,0,1610612750,MIN,Minnesota,48,23,10,0,0,0,0,16,9,22,1610612758,SAC,Sacramento,38,7,9,21,1,17,11,16
21900753,0,1610612743,DEN,Denver,52,20,12,34,7,4,1,14,17,14,1610612757,POR,Portland,48,9,3,4,0,9,7,9
21900759,0,1610612737,ATL,Atlanta,56,8,7,21,0,0,2,21,6,26,1610612750,MIN,Minnesota,66,9,14,0,1,17,11,23
21900756,0,1610612753,ORL,Orlando,34,12,18,7,10,9,0,17,7,17,1610612738,BOS,Boston,50,10,6,16,1,13,8,6
21900760,0,1610612760,OKC,Oklahoma City,42,6,9,12,16,8,0,12,9,13,1610612739,CLE,Cleveland,44,11,15,6,1,20,8,26
21900764,0,1610612752,NYK,New York,62,14,8,13,7,6,1,14,13,22,1610612753,ORL,Orlando,42,13,9,10,1,21,9,17
21900771,0,1610612737,ATL,Atlanta,38,15,14,4,9,6,0,14,8,20,1610612738,BOS,Boston,34,11,7,17,0,13,6,14
21900773,0,1610612760,OKC,Oklahoma City,50,22,2,13,2,2,1,12,7,10,1610612765,DET,Detroit,48,21,0,2,2,11,12,16
21900784,0,1610612756,PHX,Phoenix,50,11,10,9,7,7,1,14,4,18,1610612743,DEN,Denver,54,7,17,9,0,14,6,18
21900779,0,1610612765,DET,Detroit,42,2,6,13,3,8,0,16,7,13,1610612752,NYK,New York,50,17,5,4,0,15,11,16
21900782,0,1610612746,LAC,LA,56,9,4,2,1,4,0,15,3,15,1610612750,MIN,Minnesota,46,11,6,28,1,13,7,15
21900787,0,1610612737,ATL,Atlanta,60,17,16,16,8,12,1,15,8,9,1610612752,NYK,New York,62,25,11,15,1,18,13,28
21900786,0,1610612760,OKC,Oklahoma City,40,12,5,10,20,11,0,10,5,21,1610612738,BOS,Boston,34,10,12,9,0,9,5,7
21900796,0,1610612761,TOR,Toronto,60,16,35,19,10,8,2,20,6,26,1610612750,MIN,Minnesota,38,18,10,8,0,23,10,34
21900799,0,1610612759,SAS,San Antonio,38,11,12,23,3,3,0,10,7,12,1610612743,DEN,Denver,40,15,3,10,1,11,6,18
21900806,0,1610612738,BOS,Boston,46,11,24,5,5,5,0,18,6,17,1610612745,HOU,Houston,38,9,17,18,0,14,3,13
21900813,0,1610612766,CHA,Charlotte,56,16,7,9,6,5,1,14,13,17,1610612750,MIN,Minnesota,42,14,19,18,0,11,10,11
21900817,0,1610612743,DEN,Denver,48,4,11,13,8,15,2,12,8,17,1610612747,LAL,Los Angeles,64,11,10,11,0,12,9,18
21900811,0,1610612764,WAS,Washington,48,10,18,20,12,7,1,14,11,13,1610612752,NYK,New York,56,22,5,6,2,22,10,29
21900818,0,1610612746,LAC,LA,62,21,16,7,9,19,1,16,15,23,1610612738,BOS,Boston,48,15,28,10,1,15,15,6
21900819,0,1610612760,OKC,Oklahoma City,54,4,19,13,22,12,2,9,9,9,1610612740,NOP,New Orleans,42,16,10,4,0,17,6,24
21900828,0,1610612754,IND,Indiana,44,20,13,22,5,4,0,11,11,8,1610612752,NYK,New York,38,8,5,5,0,15,12,13
21900831,0,1610612760,OKC,Oklahoma City,46,11,12,12,9,7,0,12,3,21,1610612743,DEN,Denver,52,13,10,4,0,19,6,25
21900844,0,1610612750,MIN,Minnesota,50,19,18,4,6,7,0,15,12,24,1610612743,DEN,Denver,76,9,19,22,1,14,12,27
21900842,0,1610612747,LAL,Los Angeles,54,18,16,11,6,7,0,13,13,19,1610612738,BOS,Boston,44,8,18,7,0,17,8,20
21900854,0,1610612750,MIN,Minnesota,44,17,22,0,0,1,1,12,13,13,1610612742,DAL,Dallas,60,19,24,27,1,13,11,12
21900853,0,1610612752,NYK,New York,50,19,15,3,4,5,0,17,8,22,1610612745,HOU,Houston,52,3,26,25,0,13,13,11
21900859,0,1610612741,CHI,Chicago,58,23,15,4,16,6,0,11,4,17,1610612760,OKC,Oklahoma City,38,9,6,24,1,12,11,17
21900862,0,1610612738,BOS,Boston,38,7,23,19,1,0,0,14,7,16,1610612757,POR,Portland,42,9,26,7,0,17,8,19
21900860,0,1610612743,DEN,Denver,60,12,15,20,4,4,0,18,7,17,1610612765,DET,Detroit,32,17,2,2,0,16,7,16
21900872,0,1610612762,UTA,Utah,46,22,9,5,11,4,1,10,3,13,1610612738,BOS,Boston,56,21,11,15,1,9,7,13
21900864,0,1610612766,CHA,Charlotte,56,17,6,15,11,9,0,14,9,14,1610612752,NYK,New York,58,16,9,5,0,15,10,19
21900873,0,1610612752,NYK,New York,60,12,3,0,0,2,0,8,9,10,1610612755,PHI,Philadelphia,44,13,6,20,0,6,8,9
21900886,0,1610612743,DEN,Denver,50,17,9,0,0,1,1,15,6,24,1610612746,LAC,LA,48,22,16,33,2,12,6,16
21900877,0,1610612750,MIN,Minnesota,50,6,2,6,10,9,0,15,7,18,1610612753,ORL,Orlando,66,20,11,14,1,16,12,17
21900882,0,1610612749,MIL,Milwaukee,52,11,15,51,3,2,0,17,7,25,1610612760,OKC,Oklahoma City,44,8,18,6,0,14,7,18
21900887,0,1610612741,CHI,Chicago,40,19,11,3,6,3,0,8,7,7,1610612752,NYK,New York,76,32,0,17,1,17,13,29
21900896,0,1610612742,DAL,Dallas,44,14,12,26,0,0,0,14,11,8,1610612750,MIN,Minnesota,40,12,17,0,1,14,5,21
21900898,0,1610612743,DEN,Denver,54,14,7,15,0,1,0,16,8,18,1610612761,TOR,Toronto,62,8,18,0,1,12,11,21
21900903,0,1610612752,NYK,New York,64,21,9,21,5,5,2,19,11,21,1610612745,HOU,Houston,36,12,10,8,0,12,8,17
21900913,0,1610612744,GSW,Golden State,40,8,8,16,4,6,0,11,8,16,1610612743,DEN,Denver,64,25,8,15,1,16,7,23
21900910,0,1610612738,BOS,Boston,50,20,10,21,6,2,0,15,17,13,1610612751,BKN,Brooklyn,54,26,9,9,1,21,9,23
21900912,0,1610612760,OKC,Oklahoma City,40,6,7,2,4,1,2,15,11,25,1610612746,LAC,LA,36,7,6,21,1,10,11,14
21900911,0,1610612740,NOP,New Orleans,68,24,29,12,12,6,0,15,11,20,1610612750,MIN,Minnesota,72,13,19,9,0,16,8,21
21900921,0,1610612752,NYK,New York,62,11,0,0,0,0,0,13,1,17,1610612762,UTA,Utah,54,10,9,21,3,14,12,12
21900917,0,1610612738,BOS,Boston,48,18,14,13,11,11,0,11,4,15,1610612739,CLE,Cleveland,44,14,6,4,1,13,3,14
21900922,0,1610612741,CHI,Chicago,48,13,7,13,7,6,0,10,6,18,1610612750,MIN,Minnesota,42,14,10,14,1,18,14,23
21900932,0,1610612760,OKC,Oklahoma City,58,23,9,34,5,3,0,4,16,6,1610612752,NYK,New York,64,12,4,5,0,12,7,11
21900935,0,1610612753,ORL,Orlando,68,10,14,23,3,7,1,11,8,11,1610612750,MIN,Minnesota,64,12,9,2,0,8,8,13
21900942,0,1610612743,DEN,Denver,40,13,13,11,7,2,1,18,9,21,1610612739,CLE,Cleveland,48,5,15,7,1,22,4,24
21900955,0,1610612752,NYK,New York,54,19,8,14,13,9,3,12,10,15,1610612765,DET,Detroit,32,7,4,8,2,13,15,10
21900947,0,1610612750,MIN,Minnesota,58,8,15,1,2,3,0,17,11,14,1610612740,NOP,New Orleans,66,6,20,20,0,25,12,30
21900958,0,1610612743,DEN,Denver,34,8,17,16,2,0,2,14,7,16,1610612749,MIL,Milwaukee,28,15,15,4,0,17,13,17
21900960,0,1610612738,BOS,Boston,40,16,14,19,3,3,2,10,9,14,1610612754,IND,Indiana,64,19,14,3,0,12,5,15
21900963,0,1610612745,HOU,Houston,46,7,13,13,3,2,2,18,12,21,1610612750,MIN,Minnesota,50,7,17,10,1,19,8,17
21900973,0,1610612742,DAL,Dallas,60,16,14,16,7,3,1,11,8,2,1610612743,DEN,Denver,38,4,20,7,1,16,3,28
21900969,0,1610612752,NYK,New York,62,9,29,23,0,2,0,12,9,11,1610612737,ATL,Atlanta,58,18,12,0,0,17,7,26
21901236,0,1610612738,BOS,Boston,38,11,18,1,6,4,1,16,9,22,1610612749,MIL,Milwaukee,48,4,16,15,0,15,8,18
21901240,0,1610612760,OKC,Oklahoma City,50,13,13,29,0,0,1,22,9,25,1610612762,UTA,Utah,46,8,13,0,2,16,8,12
21901239,0,1610612743,DEN,Denver,50,21,10,7,10,7,0,19,9,35,1610612748,MIA,Miami,50,5,11,28,1,16,7,17
21901245,0,1610612757,POR,Portland,40,10,6,4,11,6,0,12,8,10,1610612738,BOS,Boston,38,15,17,24,0,14,10,22
21901251,0,1610612743,DEN,Denver,50,12,15,10,22,13,1,13,10,13,1610612760,OKC,Oklahoma City,28,10,9,7,1,16,13,22
21901265,0,1610612760,OKC,Oklahoma City,46,6,18,20,0,1,1,14,8,18,1610612747,LAL,Los Angeles,44,11,13,0,0,11,10,12
21901264,0,1610612743,DEN,Denver,56,21,5,12,10,13,0,14,3,17,1610612759,SAS,San Antonio,56,13,13,9,2,9,11,15
21901267,0,1610612738,BOS,Boston,48,9,15,34,9,1,0,14,10,15,1610612751,BKN,Brooklyn,72,14,9,4,1,18,11,19
21901272,0,1610612757,POR,Portland,32,9,5,14,11,3,0,9,9,14,1610612743,DEN,Denver,52,9,6,8,0,16,5,24
21901279,0,1610612738,BOS,Boston,50,13,19,40,0,0,1,15,6,11,1610612761,TOR,Toronto,54,8,13,0,1,18,1,26
21901275,0,1610612763,MEM,Memphis,56,20,12,31,5,1,1,20,4,16,1610612760,OKC,Oklahoma City,36,8,4,18,0,10,8,10
21901281,0,1610612762,UTA,Utah,34,15,9,18,4,10,1,23,16,21,1610612743,DEN,Denver,74,17,19,7,0,11,9,17
21901285,0,1610612760,OKC,Oklahoma City,42,10,14,22,0,0,0,12,6,8,1610612764,WAS,Washington,48,20,9,0,1,16,11,21
21901288,0,1610612753,ORL,Orlando,42,17,17,7,17,10,1,14,13,22,1610612738,BOS,Boston,56,17,11,8,1,13,7,17
21901292,0,1610612756,PHX,Phoenix,40,14,23,29,1,2,1,20,8,24,1610612760,OKC,Oklahoma City,32,13,13,15,0,19,6,20
